eval_id	interface	c1_x	c1_y	r1	a1	c2_x	c2_y	r2	a2	c3_x	c3_y	r3	a3
4322	NO_ID	0.182244	0.174434	0.625785	68.552829	0.837318	0.443956	0.570213	42.357901	0.896289	0.571899	0.354974	77.912445
4323	NO_ID	0.827323	0.112066	0.233866	30.939355	0.276964	0.324485	0.422106	72.562719	0.379742	0.239857	0.387897	46.759420
4324	NO_ID	0.309058	0.650965	0.492745	83.889699	0.195318	0.367763	0.248242	52.247479	0.060837	0.727903	0.611975	58.068114
4325	NO_ID	0.496765	0.164957	0.462571	41.149378	0.681753	0.445304	0.222358	57.688016	0.697416	0.071196	0.552381	89.884075
4326	NO_ID	0.727716	0.191833	0.547144	54.223830	0.580867	0.563965	0.651559	48.446290	0.348951	0.320789	0.175799	85.572382
4327	NO_ID	0.115526	0.221859	0.450684	83.104841	0.826774	0.663004	0.178164	82.904218	0.404188	0.696998	0.205177	32.660934
4328	NO_ID	0.320495	0.370960	0.626021	57.913958	0.904638	0.375905	0.310516	50.581726	0.694987	0.682734	0.211574	75.830358
4329	NO_ID	0.644235	0.098463	0.329095	86.475293	0.913660	0.203861	0.381242	34.406099	0.842895	0.321306	0.499994	85.918772
4330	NO_ID	0.731408	0.498991	0.086955	50.842351	0.696554	0.876157	0.668939	69.434193	0.524205	0.537802	0.395585	43.860258
4331	NO_ID	0.057333	0.772071	0.458459	82.776911	0.763879	0.262418	0.129700	76.505072	0.252841	0.558522	0.058301	46.703489
4332	NO_ID	0.550473	0.485407	0.610492	80.042534	0.070119	0.538918	0.135684	54.073373	0.243723	0.231632	0.598128	44.084696
4333	NO_ID	0.425025	0.198776	0.151354	84.024954	0.258041	0.369849	0.594417	44.474462	0.076826	0.762627	0.445237	75.836801
4334	NO_ID	0.810997	0.665544	0.597485	88.186306	0.905041	0.158770	0.099043	40.014545	0.173626	0.633514	0.162992	67.238243
4335	NO_ID	0.179426	0.238640	0.650366	73.907721	0.925142	0.710144	0.238774	75.225409	0.792709	0.433022	0.691664	88.444192
4336	NO_ID	0.625410	0.612362	0.699223	52.035952	0.269078	0.639276	0.590111	45.446892	0.461230	0.915703	0.281470	34.494560
4337	NO_ID	0.805068	0.517401	0.253557	32.881096	0.259065	0.906062	0.236064	84.025690	0.638174	0.739462	0.616402	59.434371
4338	NO_ID	0.191822	0.250894	0.169849	83.392981	0.389095	0.218033	0.150765	38.471584	0.543008	0.098366	0.120832	78.346634
4339	NO_ID	0.363112	0.194891	0.510999	48.906688	0.541009	0.461915	0.416295	64.627273	0.215546	0.116806	0.470788	89.801984
4340	NO_ID	0.437701	0.549688	0.126494	76.727437	0.605172	0.853240	0.078482	65.596497	0.675181	0.080444	0.410023	34.402393
4341	NO_ID	0.424641	0.162263	0.351886	60.307903	0.489017	0.428355	0.365160	33.109710	0.722149	0.382888	0.386229	36.772621
4342	NO_ID	0.588694	0.288143	0.609783	81.440731	0.212653	0.944053	0.198678	61.653545	0.120490	0.294015	0.560412	31.073201
4343	NO_ID	0.475848	0.684418	0.685758	53.423939	0.429858	0.724927	0.363335	73.740644	0.555801	0.642036	0.248211	55.265904
4344	NO_ID	0.910176	0.807872	0.263985	88.502481	0.288748	0.449034	0.158807	62.493393	0.615122	0.860102	0.547326	88.227428
4345	NO_ID	0.797708	0.881195	0.232931	50.606411	0.295678	0.749292	0.469603	74.672871	0.774480	0.870843	0.174599	40.337232
4346	NO_ID	0.746985	0.740696	0.245456	66.122518	0.463957	0.804180	0.148208	60.308125	0.710060	0.436057	0.429130	60.445221
4347	NO_ID	0.819972	0.745329	0.203254	85.929772	0.646095	0.319357	0.308728	60.381166	0.787945	0.251580	0.270398	46.961585
4348	NO_ID	0.298656	0.522925	0.223260	80.226339	0.104334	0.521500	0.418000	65.275022	0.429355	0.478935	0.080513	89.664269
4349	NO_ID	0.885805	0.877686	0.627298	69.131620	0.543486	0.880430	0.221779	72.229319	0.474170	0.514363	0.151023	39.999612
4350	NO_ID	0.235063	0.673555	0.368301	64.847413	0.099095	0.224795	0.330070	42.009802	0.185139	0.379639	0.601743	64.704713
4351	NO_ID	0.949213	0.308716	0.372754	38.907306	0.938652	0.466988	0.258252	59.113118	0.068148	0.555774	0.470175	85.774395
4352	NO_ID	0.843508	0.653878	0.462461	64.994582	0.168786	0.473093	0.428390	59.720404	0.294124	0.683375	0.426122	83.370786
4353	NO_ID	0.661266	0.463213	0.329344	33.383692	0.428679	0.322743	0.455727	51.215631	0.357943	0.469439	0.543179	69.897994
4354	NO_ID	0.168818	0.102473	0.616539	68.478114	0.782174	0.515732	0.649850	74.190031	0.834767	0.095600	0.126580	86.835903
4355	NO_ID	0.407971	0.154099	0.581458	75.284256	0.579669	0.362946	0.665276	47.113162	0.288375	0.199561	0.121813	60.581337
4356	NO_ID	0.577197	0.114688	0.695405	63.224842	0.099773	0.833120	0.463365	66.781647	0.251880	0.116001	0.107307	85.264043
4357	NO_ID	0.798625	0.579138	0.688272	56.015501	0.785765	0.356241	0.612859	30.643243	0.836248	0.388050	0.124473	71.107824
4358	NO_ID	0.310563	0.146504	0.163333	79.616647	0.574704	0.751411	0.099338	79.926835	0.052580	0.122600	0.622525	43.095000
4359	NO_ID	0.182582	0.699181	0.096170	40.462418	0.866750	0.060815	0.288689	69.005878	0.151673	0.163647	0.403637	38.447704
4360	NO_ID	0.517009	0.359884	0.590586	34.885754	0.519893	0.781071	0.477002	65.092138	0.227084	0.852138	0.365401	51.481670
4361	NO_ID	0.142212	0.404701	0.152864	36.034832	0.702113	0.922867	0.310275	77.912882	0.744087	0.889457	0.051157	57.451005
4362	NO_ID	0.367412	0.208513	0.554821	54.158151	0.230074	0.504884	0.389881	48.121491	0.096763	0.187409	0.360215	60.001669
4363	NO_ID	0.795095	0.601320	0.576553	32.221173	0.728598	0.859284	0.241561	69.281792	0.555308	0.516984	0.326140	84.696613
4364	NO_ID	0.392927	0.479978	0.399739	48.458587	0.057777	0.140272	0.216808	81.178759	0.487611	0.055050	0.395157	34.187282
4365	NO_ID	0.618189	0.851004	0.129388	38.930297	0.936101	0.860266	0.599631	86.766876	0.710419	0.468137	0.642658	89.267708
4366	NO_ID	0.556331	0.299754	0.110574	38.120822	0.821612	0.057935	0.261086	41.492447	0.722862	0.931557	0.360310	40.348954
4367	NO_ID	0.814129	0.188935	0.256368	83.110777	0.695124	0.067360	0.676492	82.936101	0.091323	0.867320	0.077890	33.972958
4368	NO_ID	0.882193	0.486583	0.697544	61.128758	0.703969	0.858589	0.125715	33.854390	0.554824	0.530579	0.102648	79.751854
4369	NO_ID	0.188575	0.106618	0.317117	82.731963	0.696762	0.938362	0.148027	63.757329	0.149718	0.497436	0.176051	58.537344
4370	NO_ID	0.189604	0.452315	0.499538	70.241741	0.052031	0.138056	0.254409	85.882419	0.240975	0.700715	0.280143	65.597239
4371	NO_ID	0.682525	0.444855	0.695871	56.532184	0.528462	0.657761	0.226016	68.627662	0.404238	0.521817	0.694728	47.973606
4372	NO_ID	0.746107	0.751170	0.279010	51.058799	0.651811	0.945711	0.366124	81.151171	0.060890	0.593456	0.530122	85.910288
4373	NO_ID	0.282231	0.701804	0.431617	78.596258	0.869329	0.708671	0.470380	37.791981	0.388093	0.744873	0.456719	65.685511
4374	NO_ID	0.386684	0.433182	0.233153	86.806177	0.633889	0.623256	0.158751	75.078434	0.323742	0.733412	0.651180	57.877112
4375	NO_ID	0.394819	0.389752	0.365624	32.570011	0.827691	0.586113	0.382189	55.413541	0.519284	0.476807	0.493403	81.335174
4376	NO_ID	0.499699	0.825238	0.672975	35.903415	0.864477	0.721408	0.408798	66.850201	0.192733	0.448252	0.406568	49.173256
4377	NO_ID	0.273464	0.295883	0.696708	89.040510	0.229077	0.549252	0.087823	58.082828	0.447968	0.136633	0.381368	46.001193
4378	NO_ID	0.188597	0.075223	0.602756	63.164159	0.610838	0.188252	0.588894	62.540213	0.460603	0.469244	0.664406	75.821633
4379	NO_ID	0.088216	0.334762	0.589266	89.546350	0.565465	0.243544	0.473584	32.788680	0.054506	0.217606	0.088353	77.740416
4380	NO_ID	0.079601	0.483654	0.251390	63.892400	0.934310	0.831129	0.302104	67.479362	0.198841	0.468040	0.053039	83.940622
4381	NO_ID	0.853463	0.493308	0.193841	77.311249	0.134370	0.518345	0.360328	76.018439	0.789000	0.586778	0.154731	36.624313
4382	NO_ID	0.625149	0.680289	0.636831	30.402404	0.644611	0.423433	0.579200	63.565751	0.618082	0.137450	0.148638	69.101714
4383	NO_ID	0.746694	0.487648	0.673299	81.177344	0.107626	0.502100	0.077225	48.953071	0.655564	0.676855	0.322692	37.909468
4384	NO_ID	0.249881	0.250910	0.675939	86.927337	0.601383	0.840207	0.096964	84.380371	0.599715	0.199222	0.523684	50.134368
4385	NO_ID	0.732591	0.245443	0.429786	32.719473	0.442839	0.889584	0.605538	59.531109	0.737794	0.154157	0.449553	85.845865
4386	NO_ID	0.132105	0.509070	0.562335	39.579036	0.552567	0.234096	0.281149	55.181004	0.237994	0.566047	0.419899	40.865162
4387	NO_ID	0.091553	0.670291	0.544550	46.112297	0.903916	0.647494	0.218021	51.065504	0.118709	0.753591	0.054235	60.882395
4388	NO_ID	0.480049	0.613871	0.373225	85.797765	0.136409	0.290818	0.297721	59.726545	0.447744	0.290804	0.223405	72.355067
4389	NO_ID	0.742059	0.387871	0.584944	73.076677	0.369862	0.866633	0.618196	41.722054	0.786463	0.147917	0.580251	72.381577
4390	NO_ID	0.505698	0.067449	0.208696	81.532354	0.831834	0.511283	0.582639	45.346448	0.092049	0.282052	0.611230	83.054594
4391	NO_ID	0.468688	0.356321	0.484967	57.149324	0.760406	0.448040	0.301161	51.858132	0.219579	0.175256	0.118957	57.708642
4392	NO_ID	0.100988	0.220022	0.233336	45.260504	0.359444	0.673638	0.578226	77.863247	0.083406	0.788359	0.478465	73.720998
4393	NO_ID	0.709560	0.920393	0.689993	66.363145	0.485018	0.372453	0.282966	35.392100	0.590825	0.400151	0.073224	55.265249
4394	NO_ID	0.767546	0.631459	0.507662	48.755708	0.610880	0.764512	0.690355	38.296825	0.740085	0.278671	0.385181	85.443267
4395	NO_ID	0.313039	0.778771	0.169483	67.952516	0.368557	0.668351	0.347607	63.496090	0.080544	0.887864	0.524855	82.698068
4396	NO_ID	0.796935	0.527400	0.270594	75.417744	0.500139	0.447393	0.306664	39.172222	0.130113	0.416304	0.578831	43.336659
4397	NO_ID	0.192732	0.093261	0.115746	84.798746	0.150612	0.771409	0.612548	73.326530	0.259049	0.878662	0.523559	46.528901
4398	NO_ID	0.585499	0.498379	0.148129	55.493514	0.379338	0.351697	0.148232	42.871908	0.831836	0.282479	0.491694	75.698673
4399	NO_ID	0.325507	0.825955	0.142806	32.259714	0.362621	0.400172	0.335216	58.222612	0.303063	0.776374	0.631513	62.774973
4400	NO_ID	0.816479	0.264565	0.458250	52.471322	0.458889	0.493175	0.310800	65.867917	0.871837	0.891588	0.462010	71.362326
4401	NO_ID	0.435662	0.452898	0.262838	64.982382	0.101447	0.905400	0.314200	38.400196	0.598213	0.207178	0.660357	68.226992
4402	NO_ID	0.600267	0.839574	0.349451	56.539648	0.282413	0.236787	0.077462	87.884786	0.415886	0.462822	0.550855	40.353849
4403	NO_ID	0.249495	0.919832	0.060505	86.420414	0.135922	0.946815	0.410007	39.178299	0.777103	0.383951	0.627048	32.871709
4404	NO_ID	0.883993	0.922763	0.318099	34.939769	0.109850	0.824752	0.151148	89.026486	0.835274	0.490820	0.640973	74.264646
4405	NO_ID	0.331721	0.617861	0.313073	50.300301	0.190648	0.550796	0.196602	47.975463	0.456270	0.645430	0.695115	55.294823
4406	NO_ID	0.773767	0.310176	0.131143	30.027250	0.412933	0.498520	0.192363	73.417743	0.881783	0.314502	0.438101	55.475153
4407	NO_ID	0.312880	0.810130	0.280698	56.165831	0.382495	0.634701	0.242513	47.364860	0.148183	0.574266	0.452925	73.059010
4408	NO_ID	0.539673	0.095364	0.156613	79.160238	0.778347	0.744085	0.387500	36.374270	0.405107	0.410183	0.405950	63.077910
4409	NO_ID	0.282206	0.577491	0.267252	78.356977	0.190461	0.155354	0.394698	74.670701	0.776521	0.854363	0.073329	46.496806
4410	NO_ID	0.218154	0.378483	0.616543	68.611788	0.659974	0.794916	0.294241	73.356620	0.822499	0.903467	0.680929	34.410699
4411	NO_ID	0.267064	0.206275	0.199828	70.198338	0.622892	0.131102	0.064169	43.110310	0.643955	0.368930	0.607449	48.076322
4412	NO_ID	0.762757	0.895741	0.205837	40.937673	0.545941	0.167436	0.617396	77.263593	0.220631	0.251324	0.531080	48.719347
4413	NO_ID	0.194046	0.601002	0.330978	86.881863	0.399951	0.535071	0.311825	89.036501	0.875716	0.205671	0.585658	40.344605
4414	NO_ID	0.150853	0.869849	0.580821	36.009155	0.721898	0.728332	0.398185	30.111832	0.743127	0.052404	0.393548	67.186630
4415	NO_ID	0.208864	0.885264	0.236499	50.026262	0.480572	0.930729	0.419013	35.724467	0.216780	0.599000	0.562096	67.404588
4416	NO_ID	0.511142	0.327913	0.106660	83.604909	0.276407	0.911173	0.152029	30.732197	0.427735	0.336369	0.091473	39.105075
4417	NO_ID	0.807221	0.471111	0.460459	70.817907	0.878000	0.285731	0.431435	53.702288	0.800963	0.776280	0.447659	84.777697
4418	NO_ID	0.799997	0.641758	0.573484	55.471701	0.607006	0.942772	0.660696	73.111733	0.449129	0.672359	0.314902	31.287244
4419	NO_ID	0.588412	0.272015	0.158601	32.709233	0.645385	0.613846	0.072812	89.318734	0.169226	0.667553	0.429272	63.058445
4420	NO_ID	0.917002	0.094537	0.524149	47.010041	0.662061	0.212044	0.165329	48.731094	0.095475	0.723554	0.592785	48.278597
4421	NO_ID	0.063906	0.837529	0.412665	61.965328	0.277444	0.065681	0.154383	76.251234	0.528806	0.822847	0.478854	56.418403
4422	NO_ID	0.905889	0.886349	0.214751	68.686363	0.933509	0.308223	0.511832	49.639184	0.452277	0.304079	0.534470	63.595245
4423	NO_ID	0.611278	0.369851	0.054891	47.959330	0.299881	0.136411	0.088123	84.990890	0.829424	0.936221	0.059517	41.324588
4424	NO_ID	0.236651	0.513388	0.321064	45.556255	0.919645	0.305482	0.587694	87.527452	0.590130	0.514838	0.254175	61.348270
4425	NO_ID	0.289897	0.840309	0.443783	59.084642	0.378594	0.853984	0.546114	30.372352	0.340324	0.437646	0.359356	64.176035
4426	NO_ID	0.763835	0.322656	0.334260	73.845118	0.877901	0.328139	0.187601	52.041777	0.141935	0.197018	0.650747	45.799678
4427	NO_ID	0.417916	0.231959	0.668959	53.539558	0.698576	0.165458	0.294491	57.567148	0.523094	0.319719	0.434455	30.834460
4428	NO_ID	0.710305	0.087186	0.581407	57.188105	0.279362	0.067752	0.182110	51.286613	0.678209	0.241607	0.323975	84.853036
4429	NO_ID	0.201048	0.102454	0.611007	52.670514	0.491998	0.487460	0.369224	81.146759	0.738884	0.052458	0.645748	85.155676
4430	NO_ID	0.625013	0.056563	0.577631	59.069695	0.229058	0.075813	0.230348	57.500014	0.377181	0.911370	0.175677	55.372923
4431	NO_ID	0.327116	0.776582	0.274794	79.760580	0.733528	0.892322	0.591945	32.507898	0.596474	0.691425	0.507094	58.985888
4432	NO_ID	0.092668	0.482710	0.644846	88.338562	0.191725	0.247531	0.699405	37.721771	0.240874	0.370221	0.371384	80.608452
4433	NO_ID	0.327357	0.092744	0.184952	74.789548	0.074904	0.603814	0.326783	37.561655	0.560769	0.682570	0.112466	85.150455
4434	NO_ID	0.353127	0.330453	0.078225	88.407739	0.229963	0.538743	0.641034	51.318699	0.418527	0.555061	0.699069	72.277880
4435	NO_ID	0.888043	0.176699	0.199519	68.711396	0.914666	0.573945	0.229769	75.377794	0.339170	0.222915	0.188140	45.252104
4436	NO_ID	0.894558	0.110039	0.171669	64.282951	0.276836	0.248858	0.098302	82.689367	0.488910	0.941550	0.669164	60.103429
4437	NO_ID	0.322617	0.906195	0.237819	70.075671	0.670209	0.917704	0.439805	77.218300	0.054100	0.524939	0.450637	55.006222
4438	NO_ID	0.764668	0.801798	0.115140	43.493593	0.770031	0.401692	0.073548	66.296388	0.677136	0.396510	0.276631	50.024243
4439	NO_ID	0.924563	0.459114	0.101358	82.322384	0.110325	0.516897	0.545906	86.346746	0.439599	0.117402	0.186018	60.774497
4440	NO_ID	0.827397	0.361587	0.448292	59.586248	0.484215	0.652128	0.541109	53.888836	0.637812	0.176004	0.233394	61.215534
4441	NO_ID	0.753659	0.260552	0.059508	49.165455	0.806155	0.323142	0.575668	85.676148	0.410288	0.574794	0.135371	60.327675
4442	NO_ID	0.614398	0.091054	0.382004	41.672780	0.928147	0.207841	0.320834	51.915463	0.137737	0.059569	0.465616	81.147743
4443	NO_ID	0.403732	0.155984	0.463978	54.629028	0.475851	0.057454	0.614427	69.398690	0.061220	0.943982	0.641686	55.968982
4444	NO_ID	0.153718	0.194666	0.383318	53.571255	0.137850	0.334203	0.086751	79.702850	0.718613	0.690640	0.386596	75.493546
4445	NO_ID	0.107561	0.804332	0.658084	71.364679	0.075989	0.516544	0.456485	51.991314	0.247566	0.472443	0.256083	59.105963
4446	NO_ID	0.792527	0.584642	0.324174	76.159727	0.541521	0.616305	0.367472	84.971420	0.450637	0.189721	0.614584	45.667735
4447	NO_ID	0.937830	0.237414	0.113180	76.208523	0.851109	0.292689	0.256945	88.479931	0.707430	0.824579	0.577006	59.642687
4448	NO_ID	0.540552	0.939028	0.291321	32.784796	0.349560	0.476964	0.642662	58.296175	0.739856	0.462865	0.183765	89.556210
4449	NO_ID	0.697719	0.268663	0.552736	72.649071	0.107581	0.142662	0.201067	54.538975	0.640406	0.935276	0.070950	51.422103
4450	NO_ID	0.514022	0.629154	0.123795	73.600169	0.142237	0.625117	0.459075	36.397201	0.827035	0.902195	0.442671	37.227756
4451	NO_ID	0.160896	0.695508	0.073225	72.849719	0.287233	0.080894	0.182174	44.743076	0.809143	0.937585	0.536128	40.418150
4452	NO_ID	0.266810	0.919681	0.464616	55.009751	0.511485	0.128714	0.311773	53.639640	0.072218	0.597245	0.538731	52.388068
4453	NO_ID	0.905621	0.064243	0.540065	77.191104	0.872741	0.382749	0.376747	75.982958	0.065234	0.245679	0.250967	59.710844
4454	NO_ID	0.426275	0.440631	0.500595	35.214076	0.629913	0.108715	0.372832	46.540800	0.710847	0.719874	0.287044	82.760382
4455	NO_ID	0.256537	0.230551	0.534260	89.207808	0.642357	0.782908	0.120192	82.859464	0.580743	0.764770	0.619154	40.990661
4456	NO_ID	0.771354	0.585128	0.277066	56.128419	0.831767	0.412148	0.151364	38.952148	0.901222	0.137531	0.052536	33.691925
4457	NO_ID	0.138319	0.410775	0.385728	83.370773	0.526824	0.138119	0.336639	53.640334	0.135485	0.111729	0.179909	67.838359
4458	NO_ID	0.140996	0.794177	0.265729	50.031867	0.714653	0.902134	0.291659	54.383641	0.153643	0.788364	0.265666	61.059061
4459	NO_ID	0.471502	0.384417	0.237305	88.526419	0.246970	0.686625	0.072677	35.322170	0.459925	0.707930	0.252752	53.157521
4460	NO_ID	0.582597	0.287783	0.244096	45.928016	0.171100	0.735421	0.101008	68.829624	0.373123	0.354541	0.463346	69.974699
4461	NO_ID	0.130279	0.385205	0.357434	41.246642	0.107661	0.919176	0.406551	37.979219	0.150198	0.105614	0.341076	39.257842
4462	NO_ID	0.463360	0.688207	0.170290	41.863888	0.736132	0.209150	0.541380	45.831817	0.090425	0.696894	0.384280	34.281863
4463	NO_ID	0.131079	0.501576	0.483074	43.887932	0.093046	0.357209	0.125694	61.805388	0.222182	0.744058	0.242208	56.045639
4464	NO_ID	0.067987	0.486433	0.087004	70.748251	0.774511	0.501681	0.070181	43.417131	0.235381	0.502596	0.351520	44.221978
4465	NO_ID	0.747355	0.616250	0.261609	53.591776	0.936099	0.587582	0.394316	57.939209	0.823271	0.396553	0.217147	88.559490
4466	NO_ID	0.391965	0.481522	0.380362	35.190497	0.634827	0.786592	0.485664	80.947079	0.251971	0.635999	0.117417	49.178221
4467	NO_ID	0.833354	0.826539	0.264307	35.553548	0.816552	0.350933	0.410606	65.794651	0.092130	0.160928	0.610548	67.871764
4468	NO_ID	0.720649	0.087018	0.098585	40.869091	0.438663	0.421360	0.323159	86.347012	0.275506	0.458252	0.423850	36.162790
4469	NO_ID	0.142774	0.266659	0.109624	80.137192	0.887073	0.850623	0.288187	70.108044	0.493110	0.157774	0.605235	55.379222
4470	NO_ID	0.078201	0.928957	0.077882	33.495000	0.914920	0.123190	0.462485	62.190432	0.424112	0.188351	0.464882	49.948958
4471	NO_ID	0.112576	0.518146	0.666407	36.082356	0.839753	0.319789	0.343932	40.120283	0.218242	0.539364	0.404174	44.789861
4472	NO_ID	0.110162	0.764648	0.495185	45.236723	0.172352	0.884282	0.357678	71.978582	0.517644	0.877394	0.136609	60.931071
4473	NO_ID	0.790161	0.160567	0.253752	73.431701	0.496153	0.136770	0.519822	82.104291	0.463648	0.330365	0.096049	69.272258
4474	NO_ID	0.518558	0.658235	0.643444	52.912883	0.230116	0.379828	0.109646	82.109544	0.699296	0.403361	0.306184	66.226923
4475	NO_ID	0.133445	0.124155	0.332443	74.302680	0.303768	0.891300	0.651116	39.342450	0.764892	0.215257	0.128945	89.872656
4476	NO_ID	0.271794	0.930650	0.253603	64.480140	0.698653	0.342806	0.284920	72.674120	0.851051	0.732194	0.324363	53.235282
4477	NO_ID	0.420690	0.475926	0.273314	34.025193	0.366833	0.746635	0.689731	61.972084	0.309651	0.678828	0.543381	65.173982
4478	NO_ID	0.092939	0.724344	0.593912	32.687592	0.505318	0.230712	0.586531	58.449541	0.930416	0.479296	0.242274	42.405604
4479	NO_ID	0.236345	0.061244	0.240976	79.150779	0.091982	0.407716	0.098023	86.260968	0.361683	0.232001	0.288338	72.209958
4480	NO_ID	0.671700	0.437822	0.631329	68.897450	0.932157	0.068519	0.326672	78.895161	0.118890	0.660595	0.064311	31.735910
4481	NO_ID	0.150721	0.743314	0.109502	42.789491	0.380239	0.239975	0.242072	69.911260	0.297361	0.671053	0.070092	44.338575
4482	NO_ID	0.264261	0.448078	0.603722	76.167683	0.852706	0.940855	0.096829	84.276969	0.673821	0.556619	0.235011	60.625426
4483	NO_ID	0.390806	0.080240	0.088781	58.726065	0.530614	0.195741	0.647989	48.095369	0.694931	0.194460	0.155926	68.232382
4484	NO_ID	0.474653	0.215308	0.378374	68.548044	0.843360	0.155212	0.339031	85.659627	0.296114	0.679190	0.067829	70.427004
4485	NO_ID	0.284006	0.542183	0.380187	75.789840	0.886222	0.330579	0.573476	78.913251	0.653379	0.052404	0.498846	88.863810
4486	NO_ID	0.906978	0.501028	0.264460	46.194332	0.388166	0.560304	0.065343	47.369713	0.292877	0.267159	0.598971	88.828612
4487	NO_ID	0.825600	0.498793	0.125189	49.669805	0.254691	0.282577	0.441486	83.695219	0.162785	0.421368	0.110698	48.012700
4488	NO_ID	0.775667	0.935102	0.062698	49.360846	0.382172	0.122001	0.309353	30.858781	0.284590	0.677378	0.320102	36.709402
4489	NO_ID	0.145161	0.796426	0.235369	47.509245	0.438274	0.363510	0.076488	81.129980	0.511407	0.535880	0.698164	59.279998
4490	NO_ID	0.239795	0.057993	0.449000	67.702297	0.673865	0.832518	0.124610	48.496461	0.672025	0.346112	0.628236	41.561944
4491	NO_ID	0.907988	0.657756	0.325078	73.301536	0.902461	0.377717	0.062285	73.823924	0.370728	0.271661	0.214740	50.552179
4492	NO_ID	0.110847	0.316179	0.460872	47.725079	0.116776	0.680819	0.657003	66.066998	0.622088	0.873987	0.572982	55.057039
4493	NO_ID	0.347027	0.277979	0.296759	51.364753	0.088076	0.307351	0.141872	67.980699	0.731272	0.890842	0.129186	65.085708
4494	NO_ID	0.778276	0.087522	0.444411	63.678978	0.056255	0.886234	0.377798	41.294482	0.478259	0.488518	0.058003	71.578315
4495	NO_ID	0.279972	0.458965	0.137523	46.162796	0.656289	0.523778	0.222007	64.052004	0.576412	0.199019	0.537149	57.896977
4496	NO_ID	0.381967	0.175659	0.324462	50.812414	0.578664	0.509785	0.053052	33.454675	0.924030	0.191473	0.135229	78.159861
4497	NO_ID	0.598629	0.815565	0.570180	45.667357	0.184202	0.736990	0.169659	89.518973	0.720970	0.248228	0.570147	46.992941
4498	NO_ID	0.113605	0.942985	0.675485	45.535068	0.198093	0.168364	0.120861	44.885177	0.948372	0.748769	0.369005	51.394964
4499	NO_ID	0.560593	0.596040	0.599812	82.970983	0.578117	0.930146	0.241888	51.537644	0.719839	0.933274	0.156080	36.605701
4500	NO_ID	0.384708	0.634086	0.524085	57.450994	0.205553	0.862932	0.181119	69.286845	0.455839	0.458944	0.456459	40.105597
4501	NO_ID	0.414830	0.162964	0.253397	63.203013	0.843239	0.711843	0.678967	58.134651	0.108467	0.672305	0.198510	76.029493
4502	NO_ID	0.580356	0.925495	0.537535	64.405668	0.772394	0.337376	0.567227	75.645837	0.052854	0.419706	0.587008	40.058163
4503	NO_ID	0.824179	0.306108	0.441570	42.300193	0.202125	0.829099	0.157991	87.281824	0.394406	0.940666	0.262312	59.217716
4504	NO_ID	0.666378	0.594999	0.420769	46.086888	0.810628	0.198007	0.094577	80.972371	0.842695	0.268826	0.476741	85.151733
4505	NO_ID	0.298433	0.567727	0.334784	78.454157	0.713864	0.119819	0.185117	49.466735	0.142762	0.919280	0.149827	59.445368
4506	NO_ID	0.669517	0.424218	0.414188	82.121501	0.530179	0.850289	0.177637	55.515891	0.120762	0.133172	0.078614	41.547995
4507	NO_ID	0.784305	0.111266	0.583789	55.529864	0.360434	0.921919	0.348334	34.268196	0.876962	0.766748	0.155808	44.935889
4508	NO_ID	0.247841	0.558236	0.650385	56.303110	0.673444	0.751080	0.168071	55.310386	0.435979	0.226895	0.183855	50.249334
4509	NO_ID	0.816084	0.671427	0.608182	57.168384	0.699877	0.251126	0.679349	84.049691	0.105363	0.072718	0.513700	51.002811
4510	NO_ID	0.481119	0.329736	0.695151	41.405526	0.908292	0.089141	0.667431	85.366355	0.409499	0.634054	0.316918	32.285777
4511	NO_ID	0.154980	0.063724	0.116850	69.266192	0.660810	0.662934	0.325689	82.964654	0.832250	0.707518	0.418199	89.668391
4512	NO_ID	0.613106	0.524516	0.532646	37.427087	0.071497	0.194756	0.636486	69.156923	0.344945	0.230808	0.604717	77.686391
4513	NO_ID	0.311095	0.279360	0.611912	76.627489	0.916905	0.702965	0.443470	78.467492	0.696015	0.178815	0.343078	72.065445
4514	NO_ID	0.602600	0.585753	0.393321	52.210782	0.220018	0.331537	0.211026	56.178669	0.316013	0.177149	0.503447	39.715657
4515	NO_ID	0.051865	0.722208	0.295348	30.633771	0.093191	0.693901	0.528225	86.988516	0.731953	0.726545	0.091400	32.216497
4516	NO_ID	0.105296	0.639455	0.683684	82.600426	0.076022	0.111914	0.493480	39.026033	0.700558	0.944413	0.579388	74.294622
4517	NO_ID	0.333668	0.752582	0.364527	46.481487	0.188268	0.508006	0.652151	56.287670	0.460052	0.373138	0.662595	33.618077
4518	NO_ID	0.362628	0.204421	0.292351	84.394278	0.125405	0.809285	0.221579	61.518215	0.414148	0.754887	0.170538	40.968374
4519	NO_ID	0.459947	0.912097	0.536376	41.780011	0.687485	0.243399	0.465933	83.847161	0.379618	0.469476	0.056313	56.447748
4520	NO_ID	0.861930	0.816223	0.438729	64.729387	0.090123	0.765730	0.444202	56.802410	0.324344	0.174270	0.148148	57.173322
4521	NO_ID	0.221705	0.153331	0.391990	76.505544	0.653043	0.243804	0.595364	89.087058	0.635076	0.453318	0.136870	32.091540
4522	NO_ID	0.713251	0.821080	0.663806	66.874000	0.797544	0.556049	0.325246	79.584420	0.532275	0.386650	0.117943	82.097476
4523	NO_ID	0.084806	0.492603	0.120001	31.921412	0.427791	0.301461	0.520464	88.578035	0.091207	0.302622	0.380744	79.822304
